"id_experiment","id_parameter","nr_algorithm_iteration","nr_function_iteration","nr_task","vl_total_execution_time","vl_inter_task_execution_time","vl_intra_task_execution_time_full_func","vl_intra_task_execution_time_device_func","vl_communication_time_1","vl_communication_time_2","vl_additional_time_1","vl_additional_time_2","dt_processing"
"1","55","0","0","0",NULL,NULL,"1843.100065331906","1843.100065331906","0","0","0","0","2023-12-17 17:42:11.376054"
"2","57","1","0","0",NULL,NULL,"230.8387233540416","230.8387233540416","0","0","0","0","2023-12-17 17:55:53.8652"
"3","57","1","0","2",NULL,NULL,"230.07796187512577","230.07796187512577","0","0","0","0","2023-12-17 17:56:03.729937"
"4","57","1","0","4",NULL,NULL,"230.16086597554383","230.16086597554383","0","0","0","0","2023-12-17 17:56:21.71691"
"5","57","1","0","6",NULL,NULL,"234.20177041366696","234.20177041366696","0","0","0","0","2023-12-17 17:56:34.969814"
"6","57","1","0","3",NULL,NULL,"230.069386029616","230.069386029616","0","0","0","0","2023-12-17 18:06:36.815187"
"7","57","1","0","7",NULL,NULL,"231.339860195294","231.339860195294","0","0","0","0","2023-12-17 18:06:43.597667"
"8","57","1","0","1",NULL,NULL,"229.88143260404468","229.88143260404468","0","0","0","0","2023-12-17 18:06:50.726843"
"9","57","1","0","5",NULL,NULL,"229.8424813561141","229.8424813561141","0","0","0","0","2023-12-17 18:06:56.130343"
"10","58","1","0","4",NULL,NULL,"21.70064782074094","16.994603515625002","3.523488722741604","1.1825555823743343","0","0","2023-12-17 18:19:17.203982"
"11","58","1","0","6",NULL,NULL,"13.22667000131309","9.708453125","2.344142973423004","1.1740739028900862","0","0","2023-12-17 18:19:55.16241"
"12","58","1","0","0",NULL,NULL,"12.125459217846394","8.579646484375","2.3659008480608463","1.1799118854105473","0","0","2023-12-17 18:21:02.429699"
"13","58","1","0","2",NULL,NULL,"12.19426553465426","8.6139111328125","2.3964485805481672","1.1839058212935925","0","0","2023-12-17 18:21:15.258031"
"14","58","1","0","5",NULL,NULL,"11.03297546389699","8.30844921875","1.569852476939559","1.1546737682074308","0","0","2023-12-17 18:29:02.251002"
"15","58","1","0","7",NULL,NULL,"12.369778884872794","9.6378857421875","1.5579411145299673","1.1739520281553268","0","0","2023-12-17 18:30:43.466557"
"16","58","1","0","1",NULL,NULL,"11.911784261256456","8.574537109375001","2.127875342965126","1.2093718089163303","0","0","2023-12-17 18:31:49.434877"
"17","58","1","0","3",NULL,NULL,"11.810567945331336","8.4731650390625","2.128493444994092","1.208909461274743","0","0","2023-12-17 18:31:49.617502"
"18","59","3","0","0",NULL,NULL,"29.6147816311568","29.6147816311568","0","0","0","0","2023-12-17 18:36:41.218711"
"19","59","3","0","56",NULL,NULL,"29.86676399037242","29.86676399037242","0","0","0","0","2023-12-17 18:36:42.154021"
"20","59","3","0","24",NULL,NULL,"29.51060608774424","29.51060608774424","0","0","0","0","2023-12-17 18:36:42.220441"
"21","59","3","0","28",NULL,NULL,"30.335514390841126","30.335514390841126","0","0","0","0","2023-12-17 18:36:46.273179"
"22","59","3","0","32",NULL,NULL,"29.517314851284027","29.517314851284027","0","0","0","0","2023-12-17 18:36:46.456174"
"23","59","3","0","44",NULL,NULL,"29.588476091623303","29.588476091623303","0","0","0","0","2023-12-17 18:36:49.210127"
"24","59","3","0","16",NULL,NULL,"29.90714643523097","29.90714643523097","0","0","0","0","2023-12-17 18:37:01.391646"
"25","59","3","0","8",NULL,NULL,"29.923842325806618","29.923842325806618","0","0","0","0","2023-12-17 18:37:03.216527"
"26","59","3","0","40",NULL,NULL,"29.644248753786087","29.644248753786087","0","0","0","0","2023-12-17 18:37:03.671826"
"27","59","3","0","52",NULL,NULL,"29.502614056691527","29.502614056691527","0","0","0","0","2023-12-17 18:37:03.859427"
"28","59","3","0","12",NULL,NULL,"30.316619595512748","30.316619595512748","0","0","0","0","2023-12-17 18:37:04.356035"
"29","59","3","0","4",NULL,NULL,"29.683333856984973","29.683333856984973","0","0","0","0","2023-12-17 18:37:05.249298"
"30","59","3","0","20",NULL,NULL,"30.40038845874369","30.40038845874369","0","0","0","0","2023-12-17 18:37:05.373769"
"31","59","3","0","60",NULL,NULL,"29.781154857948422","29.781154857948422","0","0","0","0","2023-12-17 18:37:06.003178"
"32","59","3","0","36",NULL,NULL,"29.66734517924488","29.66734517924488","0","0","0","0","2023-12-17 18:37:07.29468"
"33","59","3","0","48",NULL,NULL,"32.12920385040343","32.12920385040343","0","0","0","0","2023-12-17 18:37:07.326321"
"34","59","3","0","57",NULL,NULL,"28.913290686905384","28.913290686905384","0","0","0","0","2023-12-17 18:39:47.540104"
"35","59","3","0","29",NULL,NULL,"28.881103871390224","28.881103871390224","0","0","0","0","2023-12-17 18:40:29.11101"
"36","59","3","0","25",NULL,NULL,"28.97355981916189","28.97355981916189","0","0","0","0","2023-12-17 18:40:50.153366"
"37","59","3","0","1",NULL,NULL,"28.97508201561868","28.97508201561868","0","0","0","0","2023-12-17 18:40:50.627131"
"38","59","3","0","45",NULL,NULL,"29.02377580478788","29.02377580478788","0","0","0","0","2023-12-17 18:41:02.752238"
"39","59","3","0","33",NULL,NULL,"28.93700839392841","28.93700839392841","0","0","0","0","2023-12-17 18:41:15.639417"
"40","59","3","0","41",NULL,NULL,"28.935482133179903","28.935482133179903","0","0","0","0","2023-12-17 18:41:55.537602"
"41","59","3","0","61",NULL,NULL,"29.02282520011068","29.02282520011068","0","0","0","0","2023-12-17 18:42:00.532758"
"42","59","3","0","13",NULL,NULL,"29.1129092797637","29.1129092797637","0","0","0","0","2023-12-17 18:42:01.807775"
"43","59","3","0","9",NULL,NULL,"29.04654167406261","29.04654167406261","0","0","0","0","2023-12-17 18:42:02.448886"
"44","59","3","0","53",NULL,NULL,"28.934871334582567","28.934871334582567","0","0","0","0","2023-12-17 18:42:02.982317"
"45","59","3","0","49",NULL,NULL,"29.034514212980863","29.034514212980863","0","0","0","0","2023-12-17 18:42:13.278738"
"46","59","3","0","37",NULL,NULL,"29.04842466302216","29.04842466302216","0","0","0","0","2023-12-17 18:42:16.052243"
"47","59","3","0","17",NULL,NULL,"29.008113831281666","29.008113831281666","0","0","0","0","2023-12-17 18:42:20.293555"
"48","59","3","0","5",NULL,NULL,"28.94717850163579","28.94717850163579","0","0","0","0","2023-12-17 18:42:22.847022"
"49","59","3","0","21",NULL,NULL,"32.45276721008122","32.45276721008122","0","0","0","0","2023-12-17 18:42:31.665645"
"50","59","3","0","30",NULL,NULL,"28.920715760439634","28.920715760439634","0","0","0","0","2023-12-17 18:43:44.410701"
"51","59","3","0","58",NULL,NULL,"28.90021138451993","28.90021138451993","0","0","0","0","2023-12-17 18:44:07.308063"
"52","59","3","0","26",NULL,NULL,"28.862723814323545","28.862723814323545","0","0","0","0","2023-12-17 18:44:13.259392"
"53","59","3","0","2",NULL,NULL,"28.89785860478878","28.89785860478878","0","0","0","0","2023-12-17 18:45:01.334187"
"54","59","3","0","46",NULL,NULL,"28.958385406062007","28.958385406062007","0","0","0","0","2023-12-17 18:45:34.791522"
"55","59","3","0","34",NULL,NULL,"28.897462287917733","28.897462287917733","0","0","0","0","2023-12-17 18:46:01.208112"
"56","59","3","0","62",NULL,NULL,"28.9524703770876","28.9524703770876","0","0","0","0","2023-12-17 18:46:40.815497"
"57","59","3","0","14",NULL,NULL,"28.98298281803727","28.98298281803727","0","0","0","0","2023-12-17 18:46:47.462197"
"58","59","3","0","54",NULL,NULL,"28.89601423591376","28.89601423591376","0","0","0","0","2023-12-17 18:47:02.843316"
"59","59","3","0","31",NULL,NULL,"28.96353468298912","28.96353468298912","0","0","0","0","2023-12-17 18:47:10.720209"
"60","59","3","0","42",NULL,NULL,"28.89026972278953","28.89026972278953","0","0","0","0","2023-12-17 18:47:16.787712"
"61","59","3","0","50",NULL,NULL,"28.98703194409609","28.98703194409609","0","0","0","0","2023-12-17 18:47:19.004583"
"9362","55","0","0",NULL,NULL,"2317.8250160429743",NULL,NULL,NULL,NULL,NULL,NULL,"2023-12-18 08:03:43.4086"
"62","59","3","0","10",NULL,NULL,"28.99871072731912","28.99871072731912","0","0","0","0","2023-12-17 18:47:29.733046"
"63","59","3","0","18",NULL,NULL,"29.033607855439183","29.033607855439183","0","0","0","0","2023-12-17 18:47:30.187638"
"64","59","3","0","38",NULL,NULL,"29.00023977644741","29.00023977644741","0","0","0","0","2023-12-17 18:47:33.530851"
"65","59","3","0","22",NULL,NULL,"32.133397279307246","32.133397279307246","0","0","0","0","2023-12-17 18:47:49.790037"
"66","59","3","0","6",NULL,NULL,"28.944225762039423","28.944225762039423","0","0","0","0","2023-12-17 18:48:06.076376"
"67","59","3","0","27",NULL,NULL,"28.958355916664004","28.958355916664004","0","0","0","0","2023-12-17 18:48:29.803991"
"68","59","3","0","47",NULL,NULL,"28.9976259469986","28.9976259469986","0","0","0","0","2023-12-17 18:48:37.516607"
"69","59","3","0","59",NULL,NULL,"28.891052717342973","28.891052717342973","0","0","0","0","2023-12-17 18:49:08.778361"
"70","59","3","0","35",NULL,NULL,"28.870880264788862","28.870880264788862","0","0","0","0","2023-12-17 18:49:13.672529"
"71","59","3","0","3",NULL,NULL,"28.893269589170814","28.893269589170814","0","0","0","0","2023-12-17 18:49:54.743363"
"72","59","3","0","15",NULL,NULL,"28.989144165068865","28.989144165068865","0","0","0","0","2023-12-17 18:50:11.798397"
"73","59","3","0","63",NULL,NULL,"28.939012905582786","28.939012905582786","0","0","0","0","2023-12-17 18:50:16.729189"
"74","59","3","0","43",NULL,NULL,"28.857545640319582","28.857545640319582","0","0","0","0","2023-12-17 18:50:31.766122"
"75","59","3","0","11",NULL,NULL,"28.92344508320093","28.92344508320093","0","0","0","0","2023-12-17 18:50:44.475824"
"76","59","3","0","51",NULL,NULL,"28.939718266949058","28.939718266949058","0","0","0","0","2023-12-17 18:50:53.708563"
"77","59","3","0","7",NULL,NULL,"28.962118722498417","28.962118722498417","0","0","0","0","2023-12-17 18:51:02.925968"
"78","59","3","0","55",NULL,NULL,"28.94474670290947","28.94474670290947","0","0","0","0","2023-12-17 18:51:08.376464"
"79","59","3","0","39",NULL,NULL,"28.96598703227937","28.96598703227937","0","0","0","0","2023-12-17 18:51:16.163669"
"80","59","3","0","19",NULL,NULL,"28.93487357906997","28.93487357906997","0","0","0","0","2023-12-17 18:51:17.957223"
"81","59","3","0","23",NULL,NULL,"30.215208239853386","30.215208239853386","0","0","0","0","2023-12-17 18:51:19.281512"
"82","60","3","0","0",NULL,NULL,"7.812589457780123","6.87218994140625","0.6318672429770231","0.3085322733968496","0","0","2023-12-17 18:53:56.564167"
"83","60","3","0","36",NULL,NULL,"10.146797692775728","6.616052246093751","3.2036152109503746","0.3271302357316017","0","0","2023-12-17 18:54:04.524269"
"84","60","3","0","16",NULL,NULL,"10.27083080523042","7.40909765625","2.532332167029381","0.3294009819510393","0","0","2023-12-17 18:54:07.418509"
"85","60","3","0","20",NULL,NULL,"3.651648022548296","2.664580810546875","0.6430352720199153","0.3440319399815053","0","0","2023-12-17 18:54:08.289886"
"86","60","3","0","32",NULL,NULL,"2.1966279904395343","1.3134224853515626","0.5940399635583162","0.2891655415296554","0","0","2023-12-17 18:54:21.674995"
"87","60","3","0","56",NULL,NULL,"7.746083652734756","4.089416748046875","3.366361270658672","0.2903056340292096","0","0","2023-12-17 18:54:22.698882"
"88","60","3","0","60",NULL,NULL,"2.225896044265479","1.3228829345703126","0.6067114188335836","0.2963016908615827","0","0","2023-12-17 18:54:23.659463"
"89","60","3","0","52",NULL,NULL,"2.1853537432588634","1.28238232421875","0.6050703930668533","0.2979010259732604","0","0","2023-12-17 18:54:23.91516"
"90","60","3","0","48",NULL,NULL,"2.175911657910794","1.25746142578125","0.6225480539724231","0.2959021781571209","0","0","2023-12-17 18:54:23.704663"
"91","60","3","0","24",NULL,NULL,"2.1691890759845265","1.2638748779296876","0.6123961170087568","0.2929180810460821","0","0","2023-12-17 18:54:26.628322"
"92","60","3","0","4",NULL,NULL,"2.143076379597187","1.2573577880859377","0.5965561550110579","0.2891624365001917","0","0","2023-12-17 18:54:26.870979"
"93","60","3","0","28",NULL,NULL,"2.1724182832594963","1.28037890625","0.5977525620255619","0.2942868149839341","0","0","2023-12-17 18:54:29.592516"
"94","60","3","0","40",NULL,NULL,"2.109038466781378","1.2232347412109374","0.5978702660650015","0.2879334595054388","0","0","2023-12-17 18:54:30.640355"
"95","60","3","0","12",NULL,NULL,"2.031393297955394","1.1249254150390626","0.6099144816398621","0.2965534012764692","0","0","2023-12-17 18:54:35.025787"
"96","60","3","0","44",NULL,NULL,"2.179774402990937","1.284870361328125","0.5992940999567509","0.2956099417060613","0","0","2023-12-17 18:54:35.644431"
"97","60","3","0","8",NULL,NULL,"2.217684531733393","1.3059271240234376","0.6118747163563967","0.2998826913535595","0","0","2023-12-17 18:54:36.159943"
"98","60","3","0","1",NULL,NULL,"1.8677100181281567","1.1407615966796876","0.4187638834118843","0.3081845380365848","0","0","2023-12-17 18:55:13.112251"
"99","60","3","0","21",NULL,NULL,"1.9310481947516087","1.15023388671875","0.473564806045033","0.3072495019878261","0","0","2023-12-17 18:55:31.270813"
"100","60","3","0","37",NULL,NULL,"1.905971104055643","1.1409552001953125","0.4416048359125852","0.3234110679477453","0","0","2023-12-17 18:55:33.759671"
"101","60","3","0","17",NULL,NULL,"1.8461897842539476","1.1324658203125","0.4067485159612261","0.3069754479802213","0","0","2023-12-17 18:55:48.901527"
"102","60","3","0","53",NULL,NULL,"1.8771180551424624","1.120811279296875","0.4430808359757066","0.3132259398698807","0","0","2023-12-17 18:55:52.373288"
"103","60","3","0","33",NULL,NULL,"1.818326259672642","1.1320286865234377","0.3978944197297096","0.2884031534194946","0","0","2023-12-17 18:55:57.261457"
"104","60","3","0","25",NULL,NULL,"1.841169664509129","1.141974853515625","0.405037757998798","0.2941570529947057","0","0","2023-12-17 18:55:57.63552"
"105","60","3","0","61",NULL,NULL,"1.8714030374884605","1.1766322021484374","0.3977857730351388","0.2969850623048842","0","0","2023-12-17 18:56:01.510584"
"106","60","3","0","49",NULL,NULL,"1.822372165709734","1.1354373779296876","0.3972964836284518","0.2896383041515946","0","0","2023-12-17 18:56:02.581211"
"107","60","3","0","57",NULL,NULL,"1.8514786548279225","1.16415478515625","0.3988326066173613","0.2884912630543113","0","0","2023-12-17 18:56:08.655425"
"108","60","3","0","29",NULL,NULL,"1.818327036017552","1.12543408203125","0.3984184400178492","0.2944745139684528","0","0","2023-12-17 18:56:10.511822"
"109","60","3","0","41",NULL,NULL,"1.7949257416278124","1.110330810546875","0.3960543107241392","0.2885406203567981","0","0","2023-12-17 18:56:18.465995"
"110","60","3","0","45",NULL,NULL,"1.827328995332122","1.13243017578125","0.4008035231381655","0.2940952964127064","0","0","2023-12-17 18:56:29.612162"
"111","60","3","0","5",NULL,NULL,"1.7834149587899446","1.077777099609375","0.4161067232489586","0.289531135931611","0","0","2023-12-17 18:56:30.830086"
"112","60","3","0","9",NULL,NULL,"1.8455874045342209","1.1385855712890625","0.4116100296378135","0.2953918036073446","0","0","2023-12-17 18:56:45.775165"
"113","60","3","0","22",NULL,NULL,"1.9226960208448585","1.1350135498046876","0.4726091120392084","0.3150733590009622","0","0","2023-12-17 18:56:48.785345"
"114","60","3","0","13",NULL,NULL,"1.847177539974451","1.1292928466796874","0.4132431428879499","0.3046415504068136","0","0","2023-12-17 18:56:56.855119"
"115","60","3","0","2",NULL,NULL,"1.8448291908204557","1.1487652587890624","0.4004677832126617","0.2955961488187313","0","0","2023-12-17 18:57:00.501295"
"116","60","3","0","38",NULL,NULL,"1.884396232828498","1.1355509033203126","0.4396222680807113","0.309223061427474","0","0","2023-12-17 18:57:10.977672"
"117","60","3","0","18",NULL,NULL,"1.837446359498892","1.112775146484375","0.4168314560083672","0.3078397570061497","0","0","2023-12-17 18:57:16.848793"
"118","60","3","0","54",NULL,NULL,"1.858744378775358","1.1234073486328124","0.4227414880879223","0.3125955420546233","0","0","2023-12-17 18:57:19.729611"
"119","60","3","0","26",NULL,NULL,"1.8289135991283691","1.1340523681640626","0.4007921329466626","0.2940690980176441","0","0","2023-12-17 18:57:29.245098"
"120","60","3","0","30",NULL,NULL,"1.8177826451919972","1.1251705322265626","0.3982887119636871","0.2943234010017477","0","0","2023-12-17 18:57:37.48216"
"121","60","3","0","34",NULL,NULL,"1.815615179196","1.1296339111328124","0.3975894842296839","0.2883917838335037","0","0","2023-12-17 18:57:37.584044"
"122","60","3","0","46",NULL,NULL,"1.8286190041452648","1.12824658203125","0.403329299762845","0.2970431223511696","0","0","2023-12-17 18:57:44.855179"
"9363","55","0",NULL,NULL,"2332.218174144975",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2023-12-18 08:42:35.637298"
"123","60","3","0","50",NULL,NULL,"1.853996225539595","1.1482177734375","0.4076796430163085","0.2980988090857863","0","0","2023-12-17 18:57:45.649428"
"124","60","3","0","58",NULL,NULL,"1.8862490322925152","1.1670734863281251","0.4188684439286589","0.3003071020357311","0","0","2023-12-17 18:57:45.734819"
"125","60","3","0","62",NULL,NULL,"1.817912721339613","1.1261898193359374","0.4013837082311511","0.2903391937725246","0","0","2023-12-17 18:57:51.612827"
"126","60","3","0","42",NULL,NULL,"1.7694993657469749","1.0847567138671874","0.3969754129648208","0.2877672389149666","0","0","2023-12-17 18:57:59.696233"
"127","60","3","0","10",NULL,NULL,"1.8434884652048351","1.1296253662109377","0.4146834574639797","0.2991796415299177","0","0","2023-12-17 18:58:01.919284"
"128","60","3","0","23",NULL,NULL,"1.959978798011318","1.138192626953125","0.4274361800053157","0.3943499910528771","0","0","2023-12-17 18:58:06.497995"
"129","60","3","0","55",NULL,NULL,"1.7893892943672836","1.1024615478515625","0.3910402059555053","0.2958875405602157","0","0","2023-12-17 18:58:15.770817"
"130","60","3","0","39",NULL,NULL,"1.9291681393831968","1.1337734375","0.4746683128178119","0.3207263890653848","0","0","2023-12-17 18:58:21.248813"
"131","60","3","0","6",NULL,NULL,"1.7773918030560016","1.083527587890625","0.4030261319130659","0.2908380832523107","0","0","2023-12-17 18:58:31.315691"
"132","60","3","0","19",NULL,NULL,"1.834685315840412","1.1172115478515623","0.4139791069901548","0.3034946609986946","0","0","2023-12-17 18:58:44.204059"
"133","60","3","0","31",NULL,NULL,"1.8176994961630557","1.124609619140625","0.3988673930289224","0.2942224839935079","0","0","2023-12-17 18:58:47.060625"
"134","60","3","0","27",NULL,NULL,"1.8235916365343143","1.1368863525390625","0.398490221996326","0.2882150619989261","0","0","2023-12-17 18:58:56.402945"
"135","60","3","0","3",NULL,NULL,"1.8489421923607587","1.153310302734375","0.4002755116671324","0.2953563779592514","0","0","2023-12-17 18:58:58.402976"
"136","60","3","0","47",NULL,NULL,"1.842061226949096","1.1322847900390625","0.4144497606903314","0.2953266762197017","0","0","2023-12-17 18:59:04.848808"
"137","60","3","0","63",NULL,NULL,"1.846263422943652","1.1423905029296877","0.4147673640400171","0.289105555973947","0","0","2023-12-17 18:59:05.154298"
"138","60","3","0","51",NULL,NULL,"1.8663722618781031","1.158740966796875","0.4071074230596423","0.3005238720215857","0","0","2023-12-17 18:59:08.757106"
"139","60","3","0","14",NULL,NULL,"1.8316833286583425","1.1372261962890626","0.3971439879387617","0.2973131444305181","0","0","2023-12-17 18:59:10.89224"
"140","60","3","0","35",NULL,NULL,"1.823969915404916","1.13242236328125","0.4007815588265657","0.2907659932971","0","0","2023-12-17 18:59:11.714008"
"141","60","3","0","59",NULL,NULL,"1.8396499702371656","1.1563399658203126","0.3956655552610755","0.2876444491557777","0","0","2023-12-17 18:59:15.234837"
"142","60","3","0","43",NULL,NULL,"1.7778876537233592","1.0941690673828126","0.3962264880537987","0.2874920982867479","0","0","2023-12-17 18:59:24.285063"
"143","60","3","0","11",NULL,NULL,"1.8484082658737897","1.1339041748046874","0.4150855112820864","0.2994185797870159","0","0","2023-12-17 18:59:41.261306"
"144","60","3","0","7",NULL,NULL,"1.77420510520041","1.074269287109375","0.4096518605947494","0.2902839574962854","0","0","2023-12-17 19:00:17.095218"
"145","60","3","0","15",NULL,NULL,"1.836666086986661","1.1243817138671874","0.4011781960725784","0.311106177046895","0","0","2023-12-17 19:00:26.338253"
"146","61","7","0","432",NULL,NULL,"3.783912911079824","3.783912911079824","0","0","0","0","2023-12-17 19:01:12.610828"
"147","61","7","0","496",NULL,NULL,"3.8127261819317937","3.8127261819317937","0","0","0","0","2023-12-17 19:01:16.923011"
"148","61","7","0","24",NULL,NULL,"3.681504124775529","3.681504124775529","0","0","0","0","2023-12-17 19:01:13.631548"
"149","61","7","0","360",NULL,NULL,"3.687748303636909","3.687748303636909","0","0","0","0","2023-12-17 19:01:15.009262"
"150","61","7","0","144",NULL,NULL,"4.077428086951841","4.077428086951841","0","0","0","0","2023-12-17 19:01:15.612041"
"151","61","7","0","40",NULL,NULL,"3.675294566899538","3.675294566899538","0","0","0","0","2023-12-17 19:01:15.103257"
"152","61","7","0","352",NULL,NULL,"3.714888896793127","3.714888896793127","0","0","0","0","2023-12-17 19:01:23.986618"
"153","61","7","0","312",NULL,NULL,"4.360647633671761","4.360647633671761","0","0","0","0","2023-12-17 19:01:24.632435"
"154","61","7","0","256",NULL,NULL,"4.350319270044565","4.350319270044565","0","0","0","0","2023-12-17 19:01:24.622119"
"155","61","7","0","296",NULL,NULL,"4.362433698028326","4.362433698028326","0","0","0","0","2023-12-17 19:01:24.634218"
"156","61","7","0","264",NULL,NULL,"3.901526737958193","3.901526737958193","0","0","0","0","2023-12-17 19:01:25.619211"
"157","61","7","0","16",NULL,NULL,"3.703599859029055","3.703599859029055","0","0","0","0","2023-12-17 19:01:26.364594"
"158","61","7","0","8",NULL,NULL,"3.685519019141793","3.685519019141793","0","0","0","0","2023-12-17 19:01:28.079127"
"159","61","7","0","56",NULL,NULL,"3.704582419246435","3.704582419246435","0","0","0","0","2023-12-17 19:01:26.365575"
"160","61","7","0","320",NULL,NULL,"4.519868729636073","4.519868729636073","0","0","0","0","2023-12-17 19:01:26.623914"
"161","61","7","0","328",NULL,NULL,"4.313670972362161","4.313670972362161","0","0","0","0","2023-12-17 19:01:29.633547"
"162","61","7","0","72",NULL,NULL,"3.682765113189817","3.682765113189817","0","0","0","0","2023-12-17 19:01:26.375036"
"163","61","7","0","384",NULL,NULL,"4.309460969641805","4.309460969641805","0","0","0","0","2023-12-17 19:01:29.622431"
"164","61","7","0","504",NULL,NULL,"3.6833550869487226","3.6833550869487226","0","0","0","0","2023-12-17 19:01:29.547348"
"165","61","7","0","152",NULL,NULL,"3.6990691169630736","3.6990691169630736","0","0","0","0","2023-12-17 19:01:29.011802"
"166","61","7","0","176",NULL,NULL,"4.333846010034904","4.333846010034904","0","0","0","0","2023-12-17 19:01:29.662688"
"167","61","7","0","184",NULL,NULL,"4.352383780991659","4.352383780991659","0","0","0","0","2023-12-17 19:01:29.665113"
"168","61","7","0","168",NULL,NULL,"4.351674243982416","4.351674243982416","0","0","0","0","2023-12-17 19:01:29.664439"
"169","61","7","0","272",NULL,NULL,"4.311360996216536","4.311360996216536","0","0","0","0","2023-12-17 19:01:29.623544"
"170","61","7","0","424",NULL,NULL,"4.306746772956103","4.306746772956103","0","0","0","0","2023-12-17 19:01:29.619673"
"171","61","7","0","160",NULL,NULL,"3.995712239993736","3.995712239993736","0","0","0","0","2023-12-17 19:01:29.642362"
"172","61","7","0","240",NULL,NULL,"4.3557959999889135","4.3557959999889135","0","0","0","0","2023-12-17 19:01:29.66867"
"173","61","7","0","368",NULL,NULL,"4.142052138224244","4.142052138224244","0","0","0","0","2023-12-17 19:01:29.461782"
"174","61","7","0","448",NULL,NULL,"4.311807246878743","4.311807246878743","0","0","0","0","2023-12-17 19:01:29.624766"
"175","61","7","0","280",NULL,NULL,"4.1111145205795765","4.1111145205795765","0","0","0","0","2023-12-17 19:01:29.635176"
"176","61","7","0","128",NULL,NULL,"4.329406928969547","4.329406928969547","0","0","0","0","2023-12-17 19:01:29.642238"
"177","61","7","0","208",NULL,NULL,"4.352315173018724","4.352315173018724","0","0","0","0","2023-12-17 19:01:29.66504"
"178","61","7","0","288",NULL,NULL,"4.314624339342117","4.314624339342117","0","0","0","0","2023-12-17 19:01:29.63443"
"179","61","7","0","344",NULL,NULL,"4.312550447881222","4.312550447881222","0","0","0","0","2023-12-17 19:01:29.624758"
"180","61","7","0","232",NULL,NULL,"3.707401754974853","3.707401754974853","0","0","0","0","2023-12-17 19:01:29.0202"
"181","61","7","0","216",NULL,NULL,"4.328246443008538","4.328246443008538","0","0","0","0","2023-12-17 19:01:29.641068"
"182","61","7","0","224",NULL,NULL,"3.997671395016369","3.997671395016369","0","0","0","0","2023-12-17 19:01:29.310384"
"183","61","7","0","32",NULL,NULL,"3.688911464065313","3.688911464065313","0","0","0","0","2023-12-17 19:01:34.540817"
"9364","57","1","0",NULL,NULL,"709.1995060280315",NULL,NULL,NULL,NULL,NULL,NULL,"2023-12-18 08:56:38.948394"
"184","61","7","0","336",NULL,NULL,"3.759789906442165","3.759789906442165","0","0","0","0","2023-12-17 19:01:34.618543"
"185","61","7","0","376",NULL,NULL,"3.678067678585649","3.678067678585649","0","0","0","0","2023-12-17 19:01:36.023348"
"186","61","7","0","136",NULL,NULL,"3.687677135982085","3.687677135982085","0","0","0","0","2023-12-17 19:01:35.979156"
"187","61","7","0","192",NULL,NULL,"4.333650072047021","4.333650072047021","0","0","0","0","2023-12-17 19:01:36.625145"
"188","61","7","0","200",NULL,NULL,"4.329738546046428","4.329738546046428","0","0","0","0","2023-12-17 19:01:36.621243"
"189","61","7","0","145",NULL,NULL,"3.6841758110094815","3.6841758110094815","0","0","0","0","2023-12-17 19:01:38.737053"
"190","61","7","0","248",NULL,NULL,"4.333544362976681","4.333544362976681","0","0","0","0","2023-12-17 19:01:36.624969"
"191","61","7","0","304",NULL,NULL,"3.704808972775936","3.704808972775936","0","0","0","0","2023-12-17 19:01:36.615727"
"192","61","7","0","440",NULL,NULL,"4.599827019032091","4.599827019032091","0","0","0","0","2023-12-17 19:01:35.624647"
"193","61","7","0","0",NULL,NULL,"3.6985664516687393","3.6985664516687393","0","0","0","0","2023-12-17 19:01:34.550363"
"194","61","7","0","120",NULL,NULL,"3.927907008677721","3.927907008677721","0","0","0","0","2023-12-17 19:01:43.527439"
"195","61","7","0","88",NULL,NULL,"3.697215115651488","3.697215115651488","0","0","0","0","2023-12-17 19:01:43.296765"
"196","61","7","0","80",NULL,NULL,"3.688454421237111","3.688454421237111","0","0","0","0","2023-12-17 19:01:43.288041"
"197","61","7","0","416",NULL,NULL,"4.272432735189796","4.272432735189796","0","0","0","0","2023-12-17 19:01:36.624449"
"198","61","7","0","456",NULL,NULL,"4.264760821126401","4.264760821126401","0","0","0","0","2023-12-17 19:01:36.616876"
"199","61","7","0","488",NULL,NULL,"3.689863891340792","3.689863891340792","0","0","0","0","2023-12-17 19:01:41.607895"
"200","61","7","0","472",NULL,NULL,"4.274460691027343","4.274460691027343","0","0","0","0","2023-12-17 19:01:36.626466"
"201","61","7","0","392",NULL,NULL,"4.509373099077493","4.509373099077493","0","0","0","0","2023-12-17 19:01:37.614585"
"202","61","7","0","112",NULL,NULL,"3.698358967900276","3.698358967900276","0","0","0","0","2023-12-17 19:01:34.550188"
"203","61","7","0","96",NULL,NULL,"3.689095513895154","3.689095513895154","0","0","0","0","2023-12-17 19:01:44.423667"
"204","61","7","0","48",NULL,NULL,"3.698205702006817","3.698205702006817","0","0","0","0","2023-12-17 19:01:43.297787"
"205","61","7","0","64",NULL,NULL,"3.6986850071698414","3.6986850071698414","0","0","0","0","2023-12-17 19:01:50.664937"
"206","61","7","0","480",NULL,NULL,"3.709321973845362","3.709321973845362","0","0","0","0","2023-12-17 19:01:50.590728"
