"id_parameter","cd_parameter","cd_configuration","id_algorithm","id_function","id_dataset","id_resource","id_parameter_type","nr_iterations","vl_grid_row_dimension","vl_grid_column_dimension","vl_block_row_dimension","vl_block_column_dimension","vl_block_memory_size","vl_block_memory_size_percent_cpu","vl_block_memory_size_percent_gpu"
"1699","10","4","1","2","8","1","6","5","2","2","8000","8000","512000000","0.004","0.042666666666666665"
"1700","10","4","1","4","8","1","6","5","2","2","8000","8000","512000000","0.004","0.042666666666666665"
"1701","10","1","1","1","8","1","6","5","4","4","4000","4000","128000000","0.001","0.010666666666666666"
"1702","10","1","1","3","8","1","6","5","4","4","4000","4000","128000000","0.001","0.010666666666666666"
"1703","10","4","1","2","8","1","6","5","4","4","4000","4000","128000000","0.001","0.010666666666666666"
"1704","10","4","1","4","8","1","6","5","4","4","4000","4000","128000000","0.001","0.010666666666666666"
"1705","10","1","1","1","8","1","6","5","8","8","2000","2000","32000000","0.00025","0.0026666666666666666"
"1706","10","1","1","3","8","1","6","5","8","8","2000","2000","32000000","0.00025","0.0026666666666666666"
"1707","10","4","1","2","8","1","6","5","8","8","2000","2000","32000000","0.00025","0.0026666666666666666"
"1708","10","4","1","4","8","1","6","5","8","8","2000","2000","32000000","0.00025","0.0026666666666666666"
"1709","10","1","1","1","8","1","6","5","16","16","1000","1000","8000000","6.25e-05","0.0006666666666666666"
"1710","10","1","1","3","8","1","6","5","16","16","1000","1000","8000000","6.25e-05","0.0006666666666666666"
"1711","10","4","1","2","8","1","6","5","16","16","1000","1000","8000000","6.25e-05","0.0006666666666666666"
