"id_parameter","cd_parameter","cd_configuration","id_algorithm","id_function","id_dataset","id_resource","id_parameter_type","nr_iterations","vl_grid_row_dimension","vl_grid_column_dimension","vl_block_row_dimension","vl_block_column_dimension","vl_block_memory_size","vl_block_memory_size_percent_cpu","vl_block_memory_size_percent_gpu"
"819","5","4","1","2","8","1","1","5","64","64","250","250","500000","3.90625e-06","4.1666666666666665e-05"
"820","5","4","1","4","8","1","1","5","64","64","250","250","500000","3.90625e-06","4.1666666666666665e-05"
"821","5","1","1","1","8","1","1","5","128","128","125","125","125000","9.765625e-07","1.0416666666666666e-05"
"822","5","1","1","3","8","1","1","5","128","128","125","125","125000","9.765625e-07","1.0416666666666666e-05"
"823","5","4","1","2","8","1","1","5","128","128","125","125","125000","9.765625e-07","1.0416666666666666e-05"
"824","5","4","1","4","8","1","1","5","128","128","125","125","125000","9.765625e-07","1.0416666666666666e-05"
"825","5","1","1","1","8","1","1","5","256","256","62","62","30752","2.4025e-07","2.5626666666666666e-06"
"826","5","1","1","3","8","1","1","5","256","256","62","62","30752","2.4025e-07","2.5626666666666666e-06"
"827","5","4","1","2","8","1","1","5","256","256","62","62","30752","2.4025e-07","2.5626666666666666e-06"
"828","5","4","1","4","8","1","1","5","256","256","62","62","30752","2.4025e-07","2.5626666666666666e-06"
"973","6","1","1","1","8","1","2","5","1","1","16000","16000","2048000000","0.016","0.17066666666666666"
"974","6","1","1","3","8","1","2","5","1","1","16000","16000","2048000000","0.016","0.17066666666666666"
"975","6","4","1","2","8","1","2","5","1","1","16000","16000","2048000000","0.016","0.17066666666666666"
"976","6","4","1","4","8","1","2","5","1","1","16000","16000","2048000000","0.016","0.17066666666666666"
"977","6","1","1","1","8","1","2","5","2","2","8000","8000","512000000","0.004","0.042666666666666665"
"978","6","1","1","3","8","1","2","5","2","2","8000","8000","512000000","0.004","0.042666666666666665"
"979","6","4","1","2","8","1","2","5","2","2","8000","8000","512000000","0.004","0.042666666666666665"
"980","6","4","1","4","8","1","2","5","2","2","8000","8000","512000000","0.004","0.042666666666666665"
"981","6","1","1","1","8","1","2","5","4","4","4000","4000","128000000","0.001","0.010666666666666666"
"982","6","1","1","3","8","1","2","5","4","4","4000","4000","128000000","0.001","0.010666666666666666"
"983","6","4","1","2","8","1","2","5","4","4","4000","4000","128000000","0.001","0.010666666666666666"
"984","6","4","1","4","8","1","2","5","4","4","4000","4000","128000000","0.001","0.010666666666666666"
"985","6","1","1","1","8","1","2","5","8","8","2000","2000","32000000","0.00025","0.0026666666666666666"
"986","6","1","1","3","8","1","2","5","8","8","2000","2000","32000000","0.00025","0.0026666666666666666"
"987","6","4","1","2","8","1","2","5","8","8","2000","2000","32000000","0.00025","0.0026666666666666666"
"988","6","4","1","4","8","1","2","5","8","8","2000","2000","32000000","0.00025","0.0026666666666666666"
"989","6","1","1","1","8","1","2","5","16","16","1000","1000","8000000","6.25e-05","0.0006666666666666666"
"990","6","1","1","3","8","1","2","5","16","16","1000","1000","8000000","6.25e-05","0.0006666666666666666"
"991","6","4","1","2","8","1","2","5","16","16","1000","1000","8000000","6.25e-05","0.0006666666666666666"
"992","6","4","1","4","8","1","2","5","16","16","1000","1000","8000000","6.25e-05","0.0006666666666666666"
